timestamp,cpu_usage_percent,day_index,weekday,hour,stage_name,mini_pattern,users,spawn_rate,scale_factor,error_rate,latency_ms,is_weekend,is_anomaly,anomaly_type,severity
1779789570,99.4237288135603,0,0,16.0,evening_wind_down,wave,50,7.56,0.8916,0.02852,78.3,0,0,none,none
1779789585,99.42457627118574,0,0,16.004,evening_wind_down,wave,45,9.48,0.8257,0.02476,88.6,0,0,none,none
1779789600,99.43728813559696,0,0,16.009,evening_wind_down,wave,65,4.05,0.7912,0.04335,92.7,0,0,none,none
1779789615,99.48813559322213,0,0,16.013,evening_wind_down,wave,37,4.05,0.8674,0.01975,81.2,0,0,none,none
1779789630,99.52372881355971,0,0,16.017,evening_wind_down,night_watch,41,6.47,0.9091,0.00442,49.2,0,0,none,none
1779789645,99.54067796610308,0,0,16.021,evening_wind_down,night_watch,47,4.07,0.9,0.00524,47.0,0,0,none,none
1779789660,99.51779661017176,0,0,16.026,evening_wind_down,night_watch,57,4.1,0.79,0.00695,48.6,0,0,none,none
1779789675,99.50593220338844,0,0,16.03,evening_wind_down,night_watch,52,8.89,0.774,0.00604,46.1,0,0,none,none
1779789690,99.44916001138968,0,0,16.034,evening_wind_down,night_watch,70,6.25,0.8864,0.00993,45.3,0,0,none,none
1779789705,99.42034291292724,0,0,16.038,evening_wind_down,night_watch,39,9.67,0.7833,0.00418,48.5,0,0,none,none
1779789720,99.3322033898326,0,0,16.043,evening_wind_down,night_watch,68,3.97,0.9289,0.00941,45.5,0,0,none,none
1779789735,99.22288135593112,0,0,16.047,evening_wind_down,night_watch,42,7.63,0.8666,0.00455,46.6,0,0,none,none
1779789750,99.06016949152573,0,0,16.051,evening_wind_down,night_watch,55,7.03,0.8038,0.00657,50.1,0,0,none,none
1779789765,99.0898366790766,0,0,16.056,evening_wind_down,night_watch,66,9.41,0.8719,0.00891,47.0,0,0,none,none
1779789780,98.96610169491672,0,0,16.06,evening_wind_down,night_watch,38,8.26,0.8743,0.16073,44.5,0,0,none,none
1779789795,98.87288135593566,0,0,16.064,evening_wind_down,night_watch,63,8.91,0.8316,0.00821,49.1,0,0,none,none
1779789810,98.81779661017096,0,0,16.068,evening_wind_down,night_watch,50,6.47,0.8671,0.0057,49.0,0,0,none,none
1779789825,98.5737288135604,0,0,16.073,evening_wind_down,night_watch,44,7.96,0.7946,0.00481,49.7,0,0,none,none
1779789840,98.42966101695173,0,0,16.077,evening_wind_down,night_watch,81,5.01,0.8824,0.01325,47.4,0,0,none,none
1779789855,98.27711864407136,0,0,16.081,evening_wind_down,night_watch,49,8.84,0.8653,0.00555,49.8,0,0,none,none
1779789870,98.08728813559264,0,0,16.085,evening_wind_down,lull,66,5.23,0.8609,0.01782,52.0,0,0,none,none
1779789885,97.84491525423788,0,0,16.09,evening_wind_down,lull,74,4.2,0.7912,0.0221,56.5,0,0,none,none
1779789900,97.67033898305164,0,0,16.094,evening_wind_down,lull,55,6.67,0.8013,0.01313,58.4,0,0,none,none
1779789915,97.55932203390176,0,0,16.098,evening_wind_down,lull,55,4.88,0.8749,0.01313,55.0,0,0,none,none
1779789930,97.0398305084801,0,0,16.102,evening_wind_down,lull,51,8.63,0.8715,0.01173,56.7,0,0,none,none
1779789945,96.64067796610296,0,0,16.107,evening_wind_down,lull,57,5.22,0.8105,0.01389,60.4,0,0,none,none
1779789960,95.90932203390166,0,0,16.111,evening_wind_down,lull,57,5.31,0.8311,0.01389,62.2,0,0,none,none
1779789975,95.17118644067708,0,0,16.115,evening_wind_down,lull,43,7.2,0.9012,0.00936,49.7,0,0,none,none
1779789990,94.06864406779492,0,0,16.119,evening_wind_down,lull,56,4.93,0.8535,0.01351,54.5,0,0,none,none
1779790005,92.9466101694931,0,0,16.123,evening_wind_down,wave,73,6.19,0.8901,0.13788,85.0,0,0,none,none
1779790020,91.70508474576232,0,0,16.128,evening_wind_down,wave,67,4.36,0.8281,0.04579,89.9,0,0,none,none
1779790035,90.39159056548976,0,0,16.132,evening_wind_down,wave,51,7.71,0.8032,0.02934,93.1,0,0,none,none
1779790050,88.83389830508642,0,0,16.136,evening_wind_down,wave,55,8.06,0.7781,0.03284,95.7,0,0,none,none
1779790065,86.994067796615,0,0,16.141,evening_wind_down,wave,71,5.4,0.8417,0.05101,93.9,0,0,none,none
1779790080,85.28813559321985,0,0,16.145,evening_wind_down,wave,68,5.16,0.8671,0.04705,82.2,0,0,none,none
1779790095,83.38559322033997,0,0,16.149,evening_wind_down,wave,41,9.63,0.9115,0.02211,83.3,0,0,none,none
1779790110,81.49576271186638,0,0,16.153,evening_wind_down,wave,39,7.98,0.9273,0.02089,92.1,0,0,none,none
1779790125,79.34237288135515,0,0,16.157,evening_wind_down,wave,73,7.7,0.8912,0.05381,84.1,0,0,none,none
1779790140,76.96016949152829,0,0,16.162,evening_wind_down,wave,61,4.92,0.8162,0.03882,88.2,0,0,none,none
1779790155,74.67288135593093,0,0,16.166,evening_wind_down,wave,55,8.65,0.8321,0.05515,87.1,0,1,memory_leak,medium
1779790170,72.28644067796452,0,0,16.17,evening_wind_down,wave,74,8.34,0.9265,0.09281,92.9,0,1,memory_leak,medium
1779790185,69.57288135593151,0,0,16.175,evening_wind_down,wave,78,7.98,0.8201,0.10304,90.1,0,1,memory_leak,medium
1779790200,67.12966101695201,0,0,16.179,evening_wind_down,wave,82,7.31,0.8277,0.11413,82.2,0,1,memory_leak,medium
1779790215,65.05254237288342,0,0,16.183,evening_wind_down,wave,65,4.46,0.8802,0.07282,79.3,0,1,memory_leak,medium
1779790230,62.72203389830222,0,0,16.187,evening_wind_down,night_watch,81,6.64,0.8955,0.02226,47.5,0,1,memory_leak,medium
1779790245,60.963559322033504,0,0,16.191,evening_wind_down,night_watch,88,9.63,0.7925,0.24166,45.7,0,1,memory_leak,medium
1779790260,58.92033898305164,0,0,16.196,evening_wind_down,night_watch,72,5.54,0.8275,0.0176,51.4,0,1,memory_leak,medium
1779790275,57.45423728813736,0,0,16.2,evening_wind_down,night_watch,86,8.41,0.9103,0.02522,42.6,0,1,memory_leak,medium
1779790290,55.87881355932164,0,0,16.204,evening_wind_down,night_watch,44,5.63,0.8024,0.00808,48.1,0,1,memory_leak,medium
1779790305,54.46440677966042,0,0,16.208,evening_wind_down,night_watch,46,5.7,0.8039,0.00509,50.4,0,0,none,none
1779790320,53.1996827097116,0,0,16.213,evening_wind_down,night_watch,57,8.32,0.8102,0.00695,50.0,0,0,none,none
1779790335,52.28983050847369,0,0,16.217,evening_wind_down,night_watch,71,4.49,0.8644,0.0102,51.9,0,0,none,none
1779790350,51.311016949150165,0,0,16.221,evening_wind_down,night_watch,54,5.07,0.8601,0.00639,46.8,0,0,none,none
1779790365,50.58983050847635,0,0,16.225,evening_wind_down,night_watch,44,5.59,0.8119,0.00481,46.7,0,0,none,none
1779790380,50.03728813559588,0,0,16.23,evening_wind_down,night_watch,46,7.36,0.7824,0.00509,46.7,0,0,none,none
1779790395,49.68389830508633,0,0,16.234,evening_wind_down,night_watch,65,9.04,0.8676,0.00867,49.5,0,0,none,none
1779790410,49.4588172283566,0,0,16.238,evening_wind_down,night_watch,65,8.48,0.8978,0.00867,50.3,0,0,none,none
1779790425,49.21355932203646,0,0,16.242,evening_wind_down,night_watch,66,7.08,0.8851,0.00891,49.2,0,0,none,none
1779790440,49.244915254237,0,0,16.247,evening_wind_down,night_watch,64,8.62,0.7822,0.00844,48.5,0,0,none,none
1779790455,49.19237288135356,0,0,16.251,evening_wind_down,night_watch,72,4.21,0.7881,0.07819,48.6,0,0,none,none
1779790470,49.436440677964136,0,0,16.255,evening_wind_down,night_watch,46,7.94,0.8885,0.00509,50.8,0,0,none,none
1779790485,49.71694915253774,0,0,16.259,evening_wind_down,night_watch,58,8.47,0.9117,0.00714,49.1,0,0,none,none
1779790500,49.84067796610376,0,0,16.264,evening_wind_down,night_watch,57,5.08,0.8613,0.00695,50.0,0,0,none,none
1779790515,49.83050847457628,0,0,16.268,evening_wind_down,lull,67,4.81,0.8286,0.01831,58.3,0,0,none,none
1779790530,49.857627118644665,0,0,16.272,evening_wind_down,lull,78,5.3,0.8437,0.02454,53.3,0,0,none,none
1779790545,49.81440677966083,0,0,16.276,evening_wind_down,lull,44,8.07,0.8722,0.10441,49.8,0,0,none,none
1779790560,49.96830486986392,0,0,16.281,evening_wind_down,lull,36,4.18,0.8133,0.00768,54.5,0,0,none,none
1779790575,50.094067796611455,0,0,16.285,evening_wind_down,lull,49,4.31,0.8461,0.01109,53.4,0,0,none,none
1779790590,50.20779590578004,0,0,16.289,evening_wind_down,lull,56,5.31,0.9207,0.01351,59.8,0,0,none,none
1779790605,50.334745762710384,0,0,16.293,evening_wind_down,night_watch,42,5.76,0.7952,0.00455,44.5,0,0,none,none
1779790620,50.37372881356208,0,0,16.298,evening_wind_down,night_watch,39,6.71,0.805,0.00418,50.7,0,0,none,none
1779790635,50.47288135593359,0,0,16.302,evening_wind_down,night_watch,66,4.4,0.8562,0.00891,45.8,0,0,none,none
1779790650,50.50593220338994,0,0,16.306,evening_wind_down,night_watch,71,7.91,0.8273,0.0102,44.2,0,0,none,none
1779790665,50.5135593220337,0,0,16.31,evening_wind_down,night_watch,40,9.82,0.8954,0.0043,48.2,0,0,none,none
1779790680,50.29322033898482,0,0,16.315,evening_wind_down,night_watch,49,5.82,0.8776,0.00555,49.8,0,0,none,none
1779790695,50.21101694915422,0,0,16.319,evening_wind_down,night_watch,63,8.27,0.8867,0.01157,45.3,0,1,memory_leak,medium
1779790710,50.23898305084559,0,0,16.323,evening_wind_down,night_watch,73,7.66,0.8116,0.01517,46.2,0,1,memory_leak,medium
1779790725,50.27203389830439,0,0,16.327,evening_wind_down,night_watch,59,4.8,0.8366,0.01035,48.1,0,1,memory_leak,medium
1779790740,50.32881355932244,0,0,16.332,evening_wind_down,night_watch,54,7.98,0.8632,0.11898,47.1,0,1,memory_leak,medium
1779790755,50.107627118645645,0,0,16.336,evening_wind_down,night_watch,74,6.07,0.8471,0.01557,47.0,0,1,memory_leak,medium
1779790770,49.92881355931986,0,0,16.34,evening_wind_down,night_watch,52,8.74,0.9121,0.00851,51.5,0,1,memory_leak,medium
1779790785,49.69067796609973,0,0,16.344,evening_wind_down,night_watch,49,3.9,0.8888,0.00781,49.2,0,1,memory_leak,medium
1779790800,49.38135593220191,0,0,16.349,evening_wind_down,night_watch,63,9.68,0.9079,0.00821,48.9,0,0,none,none
1779790815,49.11101694915581,0,0,16.353,evening_wind_down,night_watch,40,7.0,0.8598,0.0043,46.5,0,0,none,none
1779790830,49.23644067796778,0,0,16.357,evening_wind_down,night_watch,40,6.19,0.8614,0.18628,48.8,0,0,none,none
1779790845,49.228813559324,0,0,16.362,evening_wind_down,night_watch,118,15.75,0.8532,0.08659,85.9,0,1,traffic_burst,medium
1779790860,49.033898305085245,0,0,16.366,evening_wind_down,night_watch,53,6.9,0.8044,0.00621,47.0,0,0,none,none
1779790875,49.11949152542255,0,0,16.37,evening_wind_down,night_watch,43,8.29,0.7906,0.00468,44.3,0,0,none,none
1779790890,48.95169491525463,0,0,16.374,evening_wind_down,night_watch,48,4.64,0.7811,0.2549,55.8,0,0,none,none
1779790905,48.537288135594906,0,0,16.378,evening_wind_down,night_watch,47,6.57,0.8243,0.00524,45.8,0,0,none,none
1779790920,48.35677966101824,0,0,16.383,evening_wind_down,night_watch,48,8.69,0.8033,0.00539,45.1,0,0,none,none
1779790935,48.50762711864032,0,0,16.387,evening_wind_down,night_watch,39,5.51,0.8417,0.00418,48.0,0,0,none,none
1779790950,48.41405704445276,0,0,16.391,evening_wind_down,night_watch,46,8.11,0.8241,0.00509,47.4,0,0,none,none
1779790965,48.5838983050879,0,0,16.395,evening_wind_down,night_watch,64,7.31,0.8913,0.00844,48.4,0,0,none,none
1779790980,48.70423728813984,0,0,16.4,evening_wind_down,night_watch,67,8.43,0.7686,0.00916,47.1,0,0,none,none
1779790995,48.55593220338914,0,0,16.404,evening_wind_down,night_watch,85,6.51,0.882,0.0274,67.9,0,1,traffic_burst,medium
1779791010,48.779661016949646,0,0,16.408,evening_wind_down,night_watch,62,5.82,0.8749,0.00798,47.6,0,0,none,none
1779791025,48.62203389830183,0,0,16.413,evening_wind_down,night_watch,49,6.41,0.808,0.00555,51.3,0,0,none,none
1779791040,48.725423728810405,0,0,16.417,evening_wind_down,night_watch,36,6.52,0.8605,0.00384,45.2,0,0,none,none
1779791055,48.59491525423838,0,0,16.421,evening_wind_down,night_watch,60,7.0,0.7722,0.00755,47.8,0,0,none,none
1779791070,48.8059322033926,0,0,16.425,evening_wind_down,night_watch,83,9.65,0.8456,0.01394,52.5,0,0,none,none
1779791085,48.66355932203233,0,0,16.43,evening_wind_down,night_watch,48,6.01,0.7921,0.00539,49.5,0,0,none,none
1779791100,48.93305084745793,0,0,16.434,evening_wind_down,night_watch,72,7.9,0.845,0.01048,46.7,0,0,none,none
1779791115,49.21949152542196,0,0,16.438,evening_wind_down,night_watch,80,4.75,0.8601,0.01292,50.1,0,0,none,none
1779791130,49.122033898303805,0,0,16.442,evening_wind_down,night_watch,38,5.56,0.8161,0.00406,52.0,0,0,none,none
1779791145,49.2872881355954,0,0,16.446,evening_wind_down,night_watch,81,6.91,0.8402,0.01325,46.9,0,0,none,none
1779791160,49.31864406779345,0,0,16.451,evening_wind_down,night_watch,49,4.89,0.7833,0.00555,49.5,0,0,none,none
1779791175,49.36153191662635,0,0,16.455,evening_wind_down,night_watch,55,6.19,0.8076,0.00657,48.2,0,0,none,none
1779791190,49.60338983050907,0,0,16.459,evening_wind_down,night_watch,43,6.43,0.8235,0.00468,47.8,0,0,none,none
1779791205,49.97966101694994,0,0,16.463,evening_wind_down,night_watch,74,5.81,0.8131,0.09989,49.7,0,0,none,none
1779791220,49.94491525423778,0,0,16.468,evening_wind_down,night_watch,60,6.23,0.8221,0.00755,44.5,0,0,none,none
1779791235,50.35847457627207,0,0,16.472,evening_wind_down,night_watch,45,8.23,0.9313,0.00495,47.6,0,0,none,none
1779791250,50.326271186441176,0,0,16.476,evening_wind_down,night_watch,51,9.71,0.8219,0.00587,47.5,0,0,none,none
1779791265,50.07457627118437,0,0,16.48,evening_wind_down,night_watch,42,8.99,0.7765,0.00455,44.2,0,0,none,none
1779791280,50.16355932203332,0,0,16.485,evening_wind_down,night_watch,53,9.37,0.8085,0.00621,47.7,0,0,none,none
1779791295,50.055084745762215,0,0,16.489,evening_wind_down,night_watch,49,5.03,0.8765,0.00555,49.7,0,0,none,none
1779791310,49.99406779660958,0,0,16.493,evening_wind_down,night_watch,56,5.89,0.8413,0.00675,51.6,0,0,none,none
1779791325,50.15169491525246,0,0,16.497,evening_wind_down,night_watch,42,5.45,0.8478,0.00455,50.3,0,0,none,none
1779791340,50.01949152542216,0,0,16.502,evening_wind_down,night_watch,58,8.85,0.7985,0.00714,46.1,0,0,none,none
1779791355,49.96864406779454,0,0,16.506,evening_wind_down,night_watch,62,8.05,0.9206,0.00798,44.0,0,0,none,none
1779791370,50.08728813559312,0,0,16.51,evening_wind_down,night_watch,64,5.96,0.8944,0.00844,49.0,0,0,none,none
1779791385,50.21271186440264,0,0,16.514,evening_wind_down,night_watch,40,8.58,0.8974,0.0043,44.5,0,0,none,none
1779791400,50.17627118644206,0,0,16.519,evening_wind_down,night_watch,78,7.3,0.8269,0.01227,48.2,0,0,none,none
1779791415,50.04067796610505,0,0,16.523,evening_wind_down,night_watch,74,9.95,0.7895,0.01105,49.5,0,0,none,none
1779791430,50.05762711864348,0,0,16.527,evening_wind_down,night_watch,43,7.13,0.7671,0.00468,47.7,0,0,none,none
1779791445,50.320338983050746,0,0,16.531,evening_wind_down,night_watch,56,5.36,0.8854,0.00675,53.1,0,0,none,none
1779791460,50.204237288135886,0,0,16.536,evening_wind_down,night_watch,79,5.35,0.7998,0.01259,42.7,0,0,none,none
1779791475,49.795762711864114,0,0,16.54,evening_wind_down,night_watch,42,6.11,0.8809,0.00455,45.2,0,0,none,none
1779791490,49.53389830508475,0,0,16.544,evening_wind_down,night_watch,77,9.11,0.7794,0.01195,51.0,0,0,none,none
1779791505,49.54745762711894,0,0,16.548,evening_wind_down,night_watch,50,6.81,0.7792,0.0057,51.9,0,0,none,none
1779791520,49.28761987409844,0,0,16.553,evening_wind_down,night_watch,40,6.5,0.8551,0.0043,47.2,0,0,none,none
1779791535,49.283050847455854,0,0,16.557,evening_wind_down,night_watch,43,6.03,0.8284,0.00468,49.8,0,0,none,none
1779791550,49.217796610168605,0,0,16.561,evening_wind_down,night_watch,65,7.95,0.8785,0.00867,47.7,0,0,none,none
1779791565,49.45932203389791,0,0,16.565,evening_wind_down,night_watch,42,6.35,0.8656,0.00455,51.0,0,0,none,none
1779791580,49.4762711864388,0,0,16.569,evening_wind_down,night_watch,39,6.03,0.8032,0.00418,51.2,0,0,none,none
1779791595,49.447457627119526,0,0,16.574,evening_wind_down,night_watch,40,7.55,0.8153,0.0043,52.7,0,0,none,none
1779791610,49.17711864406602,0,0,16.578,evening_wind_down,night_watch,63,6.59,0.9316,0.00821,45.9,0,0,none,none
1779791625,49.17762154319591,0,0,16.582,evening_wind_down,night_watch,44,7.06,0.7952,0.00481,50.0,0,0,none,none
1779791640,49.261864406780354,0,0,16.586,evening_wind_down,night_watch,52,4.66,0.7941,0.00604,49.4,0,0,none,none
1779791655,49.45593220338874,0,0,16.591,evening_wind_down,night_watch,44,7.0,0.8375,0.00481,50.3,0,0,none,none
1779791670,49.12033898305046,0,0,16.595,evening_wind_down,night_watch,78,7.07,0.776,0.01227,47.1,0,0,none,none
1779791685,49.10084745762584,0,0,16.599,evening_wind_down,night_watch,40,7.3,0.7667,0.0043,46.9,0,0,none,none
1779791700,49.42966101695073,0,0,16.603,evening_wind_down,night_watch,57,4.34,0.8675,0.00695,48.4,0,0,none,none
1779791715,48.9194915254262,0,0,16.608,evening_wind_down,night_watch,44,6.76,0.814,0.00481,47.4,0,0,none,none
1779791730,49.01610169491397,0,0,16.612,evening_wind_down,night_watch,52,7.86,0.8402,0.00604,47.1,0,0,none,none
1779791745,49.05000000000069,0,0,16.616,evening_wind_down,night_watch,49,4.02,0.7838,0.00555,50.6,0,0,none,none
1779791760,49.1364406779659,0,0,16.62,evening_wind_down,night_watch,52,5.71,0.9083,0.12333,46.8,0,0,none,none
1779791775,49.36525423728646,0,0,16.625,evening_wind_down,night_watch,60,8.55,0.883,0.00755,47.0,0,0,none,none
1779791790,49.753389830510656,0,0,16.629,evening_wind_down,night_watch,63,9.74,0.8854,0.00821,45.4,0,0,none,none
1779791805,49.429661016948266,0,0,16.633,evening_wind_down,night_watch,46,4.83,0.8108,0.00509,48.9,0,0,none,none
1779791820,49.35677966101725,0,0,16.637,evening_wind_down,night_watch,52,8.07,0.7733,0.00604,46.0,0,0,none,none
1779791835,49.63813559321876,0,0,16.642,evening_wind_down,night_watch,71,9.05,0.8614,0.0102,41.3,0,0,none,none
1779791850,49.93898305084983,0,0,16.646,evening_wind_down,night_watch,61,7.35,0.7966,0.00776,51.1,0,0,none,none
1779791865,50.05847457627139,0,0,16.65,evening_wind_down,night_watch,46,7.42,0.8366,0.00509,47.8,0,0,none,none
1779791880,49.94830508474448,0,0,16.655,evening_wind_down,night_watch,48,5.88,0.8685,0.17183,48.2,0,0,none,none
1779791895,50.11949152542403,0,0,16.659,evening_wind_down,night_watch,68,8.11,0.8756,0.00941,47.7,0,0,none,none
1779791910,49.82288135593004,0,0,16.663,evening_wind_down,night_watch,58,6.42,0.9301,0.00714,47.3,0,0,none,none
1779791925,49.655084745762124,0,0,16.667,evening_wind_down,night_watch,60,7.99,0.8301,0.00755,47.9,0,0,none,none
1779791940,49.64491525423955,0,0,16.672,evening_wind_down,night_watch,46,6.64,0.776,0.00509,46.2,0,0,none,none
1779791955,49.53135593220349,0,0,16.676,evening_wind_down,night_watch,48,8.12,0.7844,0.00539,50.0,0,0,none,none
1779791970,49.806779661021984,0,0,16.68,evening_wind_down,night_watch,50,5.36,0.9259,0.0057,50.9,0,0,none,none
1779791985,49.55254237288146,0,0,16.684,evening_wind_down,night_watch,60,8.3,0.7775,0.00755,50.5,0,0,none,none
1779792000,49.52118644068093,0,0,16.689,evening_wind_down,night_watch,77,8.72,0.9345,0.01195,44.1,0,0,none,none
1779792015,49.61101694915284,0,0,16.693,evening_wind_down,night_watch,59,8.47,0.8133,0.00734,49.6,0,0,none,none
1779792030,49.56949152542235,0,0,16.697,evening_wind_down,night_watch,80,8.81,0.8389,0.01292,48.2,0,0,none,none
1779792045,49.38084116109508,0,0,16.701,evening_wind_down,night_watch,39,6.55,0.7889,0.12946,49.7,0,0,none,none
1779792060,49.229157768421416,0,0,16.706,evening_wind_down,night_watch,74,4.71,0.7775,0.01105,45.8,0,0,none,none
1779792075,49.0076271186423,0,0,16.71,evening_wind_down,night_watch,59,5.51,0.8002,0.18495,52.3,0,0,none,none
1779792090,48.933050847453,0,0,16.714,evening_wind_down,night_watch,75,8.28,0.9327,0.01135,47.6,0,0,none,none
1779792105,48.939830508476255,0,0,16.718,evening_wind_down,night_watch,48,6.21,0.8155,0.00539,45.1,0,0,none,none
1779792120,49.12966101694512,0,0,16.723,evening_wind_down,night_watch,69,8.72,0.7786,0.00967,49.3,0,0,none,none
1779792135,48.44745762711806,0,0,16.727,evening_wind_down,night_watch,62,5.0,0.8529,0.08809,46.4,0,0,none,none
1779792150,48.18050847457371,0,0,16.731,evening_wind_down,night_watch,83,5.62,0.8168,0.01394,49.6,0,0,none,none
1779792165,48.06355932203341,0,0,16.735,evening_wind_down,night_watch,94,9.49,0.8669,0.0505,80.8,0,1,traffic_burst,medium
1779792180,47.84745762711668,0,0,16.74,evening_wind_down,night_watch,63,6.07,0.8948,0.00821,48.8,0,0,none,none
1779792195,47.8822033898313,0,0,16.744,evening_wind_down,night_watch,67,5.5,0.8204,0.00916,47.3,0,0,none,none
1779792210,47.99322033898118,0,0,16.748,evening_wind_down,night_watch,40,7.51,0.7895,0.0043,52.1,0,0,none,none
1779792225,48.16864406779779,0,0,16.753,evening_wind_down,night_watch,47,7.62,0.9228,0.00524,48.2,0,0,none,none
1779792240,48.44237288135801,0,0,16.757,evening_wind_down,night_watch,73,6.96,0.7737,0.01076,46.3,0,0,none,none
1779792255,48.20254237287958,0,0,16.761,evening_wind_down,night_watch,41,5.42,0.7679,0.00442,48.8,0,0,none,none
1779792270,48.19999999999832,0,0,16.765,evening_wind_down,night_watch,80,7.88,0.7671,0.01292,44.2,0,0,none,none
1779792285,48.14576271186648,0,0,16.77,evening_wind_down,night_watch,46,8.31,0.7805,0.00509,44.4,0,0,none,none
1779792300,48.17457627118329,0,0,16.774,evening_wind_down,night_watch,48,6.72,0.7739,0.00539,46.9,0,0,none,none
1779792315,48.2288135593176,0,0,16.778,evening_wind_down,night_watch,49,8.72,0.8225,0.00555,44.6,0,0,none,none
1779792330,47.908474576271786,0,0,16.782,evening_wind_down,night_watch,44,7.67,0.8998,0.00481,49.1,0,0,none,none
1779792345,47.865254237287935,0,0,16.787,evening_wind_down,night_watch,38,7.04,0.8759,0.00406,48.3,0,0,none,none
1779792360,48.08389830508099,0,0,16.791,evening_wind_down,night_watch,69,7.66,0.813,0.00967,45.6,0,0,none,none
1779792375,48.06440677966132,0,0,16.795,evening_wind_down,night_watch,81,8.55,0.9114,0.01325,50.8,0,0,none,none
1779792390,48.07033898305421,0,0,16.799,evening_wind_down,night_watch,59,4.45,0.8374,0.00734,47.8,0,0,none,none
1779792405,48.04576271186707,0,0,16.804,evening_wind_down,night_watch,62,6.93,0.9239,0.00798,47.1,0,0,none,none
1779792420,47.94322033897901,0,0,16.808,evening_wind_down,lull,50,5.47,0.9289,0.01141,59.1,0,0,none,none
1779792435,47.87288135593171,0,0,16.812,evening_wind_down,lull,62,8.32,0.8606,0.01597,54.4,0,0,none,none
1779792450,47.80847457626744,0,0,16.817,evening_wind_down,lull,49,5.96,0.8668,0.01109,58.1,0,0,none,none
1779792465,47.78813559321491,0,0,16.821,evening_wind_down,lull,77,5.42,0.7902,0.02391,55.0,0,0,none,none
1779792480,47.85254237287673,0,0,16.825,evening_wind_down,lull,84,5.44,0.7815,0.02858,54.0,0,0,none,none
1779792495,47.5355932203376,0,0,16.829,evening_wind_down,lull,63,5.53,0.9325,0.01641,58.1,0,0,none,none
1779792510,47.6627118644054,0,0,16.834,evening_wind_down,lull,70,6.91,0.8407,0.01986,58.8,0,0,none,none
1779792525,47.744915254236005,0,0,16.838,evening_wind_down,lull,70,7.64,0.933,0.01986,58.8,0,0,none,none
1779792540,48.12881355932066,0,0,16.842,evening_wind_down,lull,86,6.32,0.9061,0.03003,51.7,0,0,none,none
1779792555,48.46694915254021,0,0,16.846,evening_wind_down,night_watch,42,5.87,0.9242,0.00455,45.3,0,0,none,none
1779792570,48.54661016949202,0,0,16.851,evening_wind_down,night_watch,40,7.27,0.8941,0.0043,49.3,0,0,none,none
1779792585,48.71355932203449,0,0,16.855,evening_wind_down,night_watch,56,4.52,0.8653,0.09706,47.9,0,0,none,none
1779792600,48.49237288135277,0,0,16.859,evening_wind_down,night_watch,60,7.79,0.9038,0.00755,50.6,0,0,none,none
1779792615,49.02288135593478,0,0,16.864,evening_wind_down,night_watch,51,9.78,0.8281,0.23123,47.7,0,0,none,none
1779792630,49.37881355932559,0,0,16.868,evening_wind_down,night_watch,41,8.77,0.8664,0.00442,49.1,0,0,none,none
1779792645,49.47457627119039,0,0,16.872,evening_wind_down,night_watch,62,4.94,0.7722,0.00798,42.7,0,0,none,none
1779792660,49.50084745762594,0,0,16.876,evening_wind_down,night_watch,41,4.36,0.7939,0.00442,47.6,0,0,none,none
1779792675,49.58813559322153,0,0,16.881,evening_wind_down,night_watch,63,8.91,0.8822,0.00821,50.0,0,0,none,none
1779792690,49.49322033898217,0,0,16.885,evening_wind_down,night_watch,67,9.47,0.9225,0.00916,51.6,0,0,none,none
1779792705,49.67711864407046,0,0,16.889,evening_wind_down,night_watch,56,7.52,0.8042,0.00675,47.9,0,0,none,none
1779792720,49.91864406779977,0,0,16.893,evening_wind_down,night_watch,62,8.3,0.7841,0.00798,48.9,0,0,none,none
1779792735,49.72203389830519,0,0,16.898,evening_wind_down,night_watch,65,4.92,0.8487,0.00867,47.7,0,0,none,none
1779792750,49.72966101694895,0,0,16.902,evening_wind_down,night_watch,52,5.82,0.8895,0.00604,46.5,0,0,none,none
1779792765,49.82033898304877,0,0,16.906,evening_wind_down,night_watch,65,4.32,0.9046,0.00867,45.1,0,0,none,none
1779792780,49.87881355932262,0,0,16.911,evening_peak,night_watch,61,6.98,0.7888,0.00776,53.0,0,0,none,none
1779792795,49.97627118643832,0,0,16.915,evening_peak,night_watch,51,6.15,0.8818,0.00587,44.9,0,0,none,none
1779792810,49.84152542372675,0,0,16.919,evening_peak,night_watch,63,7.37,0.8443,0.00821,48.6,0,0,none,none
1779792825,49.44067796609875,0,0,16.923,evening_peak,night_watch,51,6.56,0.8929,0.00587,48.1,0,0,none,none
1779792840,49.26779661016831,0,0,16.928,evening_peak,night_watch,61,7.88,0.8137,0.00776,47.8,0,0,none,none
1779792855,48.756779661018335,0,0,16.932,evening_peak,night_watch,59,7.91,0.8172,0.00734,47.8,0,0,none,none
1779792870,48.72542372881286,0,0,16.936,evening_peak,lull,95,11.61,0.8585,0.10446,84.3,0,1,traffic_burst,medium
1779792885,48.58050847457627,0,0,16.94,evening_peak,lull,62,7.94,0.8372,0.06961,56.1,0,0,none,none
1779792900,48.2381355932172,0,0,16.945,evening_peak,lull,54,7.35,0.7802,0.01277,58.3,0,0,none,none
1779792915,47.94830508474646,0,0,16.949,evening_peak,lull,55,8.09,0.9135,0.01313,53.3,0,0,none,none
